Company,Country,public website
Vinci Energies Schweiz AG,Switzerland,
Vitol SA,Switzerland,
Volg-Gruppe,Switzerland,
V-Zug AG,Switzerland,
WALO-Gruppe,Switzerland,
Werco Trade AG,Switzerland,
Zehnder Group AG,Switzerland,
Ziegler-Gruppe,Switzerland,
Zimmer GmbH,Switzerland,
Zur Rose Group AG,Switzerland,
Adecco AG,Switzerland,www.adeccogroup.com
ALSO Holding AG,Switzerland,www.also.com
Baloise Holding Ltd,Switzerland,www.baloise.com
Bank for International Settlements,Switzerland,www.bis.org
Barry Callebaut AG,Switzerland,www.barry-callebaut.com
Basler Kantonalbank AG,Switzerland,www.bkb.ch
CEVA Logistics AG,Switzerland,www.cevalogistics.com
Chubb Ltd,Switzerland,www.chubb.com
Clariant Ltd,Switzerland,www.clariant.com
Coop Genossenschaft,Switzerland,www.coop.ch
Credit Suisse AG,Switzerland,www.credit-suisse.com
Die Schweizerische Post AG,Switzerland,www.post.ch
DKSH Management Ltd.,Switzerland,www.dksh.com
Dufry AG,Switzerland,www.dufry.com
DWISS ,Switzerland,www.dwiss.com
EFG International AG,Switzerland,www.efginternational.com
Emil Frey AG,Switzerland,www.emilfrey.ch/de/home
Emmi AG,Switzerland,www.group.emmi.com
Ems-Chemie Holding AG,Switzerland,www.ems-group.com
fenaco Genossenschaft,Switzerland,www.fenaco.com
Flughafen Zurich AG,Switzerland,www.flughafen-zuerich.ch
Franke Holding AG,Switzerland,www.franke.com
Galenica AG,Switzerland,www.galenica.com
Garmin Ltd,Switzerland,www.garmin.com
Geberit AG,Switzerland,www.geberit.com
Georg Fischer AG,Switzerland,www.georgfischer.com
Givaudan SA,Switzerland,www.givaudan.com
Glencore International AG,Switzerland,www.glencore.com
Helsana AG,Switzerland,www.helsana.ch
Helvetia Gruppe,Switzerland,www.helvetia.com
Bank Julius Bär & Co. AG,Switzerland,www.juliusbaer.com
Kühne + Nagel Management AG,Switzerland,www.kn-portal.com
Holcim Ltd,Switzerland,www.holcim.com
Landis+Gyr Group AG,Switzerland,www.landisgyr.com
Lindt & Sprüngli AG,Switzerland,www.lindt.ch
Logitech Europe S.A.,Switzerland,www.logitech.com
Luzerner Kantonalbank AG,Switzerland,www.lukb.ch
NTT DATA Business Solutions AG,Switzerland,https://nttdata-solutions.com/ch/
Omya International AG,Switzerland,www.omya.com
Raiffeisen Schweiz Genossenschaft,Switzerland,www.raiffeisen.ch
Rieter Holding AG,Switzerland,www.rieter.com
Ringier AG,Switzerland,www.ringier.com
Schindler Aufzüge AG,Switzerland,www.schindler.com/ch
Schweizerische Nationalbank,Switzerland,www.snb.ch
SGS Société Générale de Surveillance SA,Switzerland,www.sgs.com
SIX Group Ltd,Switzerland,www.six-group.com
Skyguide Swiss Air Navigation Services Ltd,Switzerland,www.skyguide.ch
St. Galler Kantonalbank AG,Switzerland,www.sgkb.ch
The Swatch Group Ltd,Switzerland,www.swatchgroup.com
Thurgauer Kantonalbank,Switzerland,www.tkb.ch
Valora Holding AG,Switzerland,www.valora.com
Vontobel Holding AG,Switzerland,www.vontobel.com
3shape A/S,Denmark,3shape.com
4C Strategies AB,Sweden,http://www.4cstrategies.com
AB Electrolux,Sweden,http://www.electrolux.se
AB SKF,Sweden,
AB Svensk Exportkredit,Sweden,http://www.sek.se
AB Svenska Spel,Sweden,svenskaspel.se
AB Volvo,Sweden,http://www.volvo.com
Alm. Brand Forsikring A/S,Denmark,www.almbrand.dk
Ambu A/S,Denmark,www.ambu.com
Apptus Technologies AB,Sweden,apptus.com
Apsis International AB,Sweden,http://www.apsis.se
Arla Foods A.m.b.a,Denmark,www.arlafoods.com
Arp-Hansen Hotel Group A/S,Denmark,www.arp-hansen.com
ASSA ABLOY Opening Solutions Sweden AB,Sweden,http://www.assa.se
Astrazeneca AB,Sweden,https://www.astrazeneca.se
Atea Danmark Holding A/S,Denmark,www.atea.dk
Atea Sverige AB,Sweden,atea.se
Atlas Copco Industrial Technique AB,Sweden,
Atos IT Solutions And Services A/S,Denmark,dk.atos.net
Autoliv Sverige AB,Sweden,http://www.autoliv.com
Avanade Denmark A/S,Denmark,www.avanade.dk
Avanza Bank Holding AB,Sweden,http://www.avanza.se
Avega Group AB,Sweden,http://www.avegagroup.se
Axfood AB,Sweden,axfood.se
Axians ICT AB,Sweden,http://www.graniou.se
Axis Communications AB,Sweden,axis.com
Azets Insight AB,Sweden,https://www.azets.se
B4restore A/S,Denmark,www.b4restore.com
Babcock & Wilcox Vølund A/S,Denmark,www.volund.dk
Banedanmark,Denmark,http://www.banedanmark.dk
Bang & Olufsen A/S,Denmark,bang-olufsen.com
Bannerflow AB,Sweden,http://www.nordicfactory.com
Basefarm AS,Norway,basefarm.no
Bauhaus Danmark A/S,Denmark,www.bauhaus.dk
Beijer Electronics AB,Sweden,http://www.beijerelectronics.se
Benify AB,Sweden,https://www.benify.se
Berlingske Media A/S,Denmark,www.b.dk
Bestseller A/S,Denmark,www.bestseller.com
Bms A/S,Denmark,www.bms.dk
Bolignet-Aarhus F.m.b.a,Denmark,bolignet-aarhus.dk
Bonnier Publications A/S,Denmark,
Bornholms Regionskommune,Denmark,www.brk.dk
Bravida Holding AB,Sweden,http://www.sydspol.se
Bredband2 AB,Sweden,bredband2.se
Broadnet AS,Norway,broadnet.no
Brøndby Kommune,Denmark,http://www.brondby.dk
Burmeister & Wain Scandinavian Contractor A/S,Denmark,www.bwsc.dk
C Worldwide Asset Management Fondsmæglerselskab A/S,Denmark,www.cww.dk
C2it Group ApS,Denmark,
Carlsberg A/S,Denmark,www.Carlsberg-Byen.com
Centiro Solutions AB,Sweden,http://www.centiro.se
Cgi Ventures AB,Sweden,http://www.sportsystem.nu
Chr. Hansen A/S,Denmark,chr-hansen.com
Claremont Holding AB,Sweden,
Clas Ohlson AB,Sweden,http://clasohlson.se
Clipper Group A/S,Denmark,www.clipper-group.com
Codan Forsikring A/S,Denmark,codan.dk
Cogent Communications Denmark ApS,Denmark,
Coinify ApS,Denmark,coinify.com
Coloplast A/S,Denmark,www.coloplast.com
Com Hem AB,Sweden,http://www.comhem.se
Comby Danmark ApS,Denmark,
Comflex Networks ApS,Denmark,www.Comflex.dk
Conoa AB,Sweden,http://www.upright.se
Consafe Logistics Group AB,Sweden,consafeit.se
Conscia A/S,Denmark,conscia.dk
Consida AB,Sweden,http://www.helenastahl.com
Contextvision AB,Sweden,http://www.contextvision.se
Coop Danmark A/S,Denmark,www.coop.dk
Cortex Consult A/S,Denmark,www.cortexconsult.dk
Cowi A/S,Denmark,www.cowi.dk
Crayon AB,Sweden,http://www.crayon.se
Cybercom Group Stockholm AB,Sweden,
Cygate AB,Sweden,cygate.se
Dagrofa Foodservice A/S,Denmark,
Danfoss A/S,Denmark,www.danfoss.dk
Danfoss Power Solutions ApS,Denmark,www.sauer-danfoss.com
Danish Crown A/S,Denmark,www.danishcrown.dk
Danske Bank A/S,Denmark,danskebank.dk
Danske Commodities A/S,Denmark,www.danskecommodities.com
Danske Spil A/S,Denmark,danskespil.dk
DFDS A/S,Denmark,www.dfds.dk
Dgc Access AB,Sweden,http://www.dgc.se
Dh Solutions AB,Sweden,http://www.dhsolutions.se
DK Company A/S,Denmark,www.dkcompany.com
Dubex A/S,Denmark,dubex.dk
Dustin Sverige AB,Sweden,http://www.dustinhome.se
Dxc Technology Danmark A/S,Denmark,www.csc.com
E.On Sverige AB,Sweden,http://www.eon.se
Ecit Services A/S,Denmark,
Eet Group A/S,Denmark,www.EetEuroparts.dk
Eg A/S,Denmark,www.eg.dk
Einride AB,Sweden,
Ejner Hessel A/S,Denmark,www.hessel.dk
Elbek & Vejrup A/S,Denmark,www.elbek-vejrup.dk
Electronic Arts Sweden AB,Sweden,http://www.sverige.ea.com
Elektroskandia Sverige AB,Sweden,http://www.elektroskandia.se
Enea AB,Sweden,http://www.enea.com
Energi Danmark A/S,Denmark,www.energidanmark.dk
Energi Fyn A.M.B.A.,Denmark,www.energifyn.dk
Epiroc AB,Sweden,
Episerver AB,Sweden,http://www.episerver.se
Eskilstuna kommun,Sweden,http://www.eskilstuna.se
European Energy A/S,Denmark,www.europeanenergy.dk
Evry Norge AS,Norway,http://www.evry.com
Ewii Energi A/S,Denmark,www.EWII.com
Exertis CapTech AB,Sweden,http://www.captech.se
Extenda Retail Holding 1 AB,Sweden,
Falck Danmark A/S,Denmark,www.falck.dk
Falcon.IO ApS,Denmark,falconsocial.io
Fiftytwo A/S,Denmark,http://www.fiftytwo.dk
Fonden Dansk Standard,Denmark,www.ds.dk
Foreningen Bankdata,Denmark,www.bankdata.dk
Försvarsmakten,Sweden,forsvarsmakten.se
Freespee AB,Sweden,http://www.freespee.com
Gandalf Distribution AB,Sweden,
Gavdi Group A/S,Denmark,
Gävle kommun,Sweden,http://www.gavle.se
GDM Konsult AB,Sweden,http://www.gdm.se
Gentofte Kommune,Denmark,www.gentofte.dk
Gibon Uppsala AB,Sweden,http://www.netconnection.se
Gribskov Kommune,Denmark,www.gribskov.dk
Grundfos A/S,Denmark,www.grundfos.dk
Gyldendal A/S,Denmark,www.gyldendal.dk
H. Lundbeck A/S,Denmark,www.lundbeck.com
Haldor Topsøe A/S,Denmark,www.topsoe.com
HBO Nordic AB,Sweden,http://www.hbonordic.com
Herning Kommune,Denmark,
Hi3G Access AB,Sweden,http://www.elgiganten.se
Hillerød Kommune,Denmark,
Hiq International AB,Sweden,http://www.hiq.se
Hogia AB,Sweden,http://www.hogia.se
Høje-Taastrup Gymnasium,Denmark,http://www.htg.dk
Holmen Paper AB,Sweden,holmen.com
Horsens Kommune,Denmark,www.horsenskommune.dk
Huawei Technologies Sweden AB,Sweden,http://www.bioperm.se
ICA Gruppen AB,Sweden,http://www.ica.se
IKEA AB,Sweden,ikea.se
Inspari A/S,Denmark,www.inspari.dk
Inteno Group AB,Sweden,
Invisio A/S,Denmark,www.invisioheadsets.com
IP-Only Networks AB,Sweden,http://www.ip-only.se
IT Forum Gruppen A/S,Denmark,www.itf.dk
IT Relation A/S,Denmark,itrelation.dk
Itadel A/S,Denmark,itadel.dk
iZettle AB,Sweden,https://www.izettle.com
JDM A/S,Denmark,www.jdm.dk
Jeudan A/S,Denmark,www.jeudan.dk
Jn Data A/S,Denmark,jndata.dk
Jobindex A/S,Denmark,www.jobindex.dk
Jp/Politikens Hus A/S,Denmark,jppol.dk
Jubii A/S,Denmark,www.jubii.dk
Jysk Fynske Medier P/S,Denmark,
Jyske Bank A/S,Denmark,jyskebank.dk
Karnov Group Denmark A/S,Denmark,www.karnovgroup.dk
Keepit A/S,Denmark,www.keepit.com
Kemp & Lauritzen A/S,Denmark,http://www.kemp-lauritzen.dk
Keolis Sverige AB,Sweden,http://www.busslink.com
Kmd A/S,Denmark,www.kmd.dk
Knowledge Cube A/S,Denmark,www.knowledgecube.net
Københavns Kommune,Denmark,www.kk.dk
Køge Kommune,Denmark,www.koege.dk
Konform A/S,Denmark,www.kontainer.com
Kraftvaerk A/S,Denmark,www.kraftvaerk.net
Kromann Reumert,Denmark,kromannreumert.com
Kungliga Biblioteket,Sweden,http://www.vimmerby.se
Kvadrat A/S,Denmark,www.kvadrat.dk
Länsförsäkringar AB (Publ),Sweden,http://www.lansforsakringar.se
Lantmännen Ek För,Sweden,http://www.lantmannen.se
Lantmäteriet,Sweden,lantmateriet.se
LEGO System A/S,Denmark,www.lego.com
Lemvigh-Müller A/S,Denmark,www.lemu.dk
Leo Pharma A/S,Denmark,www.leo-pharma.com
LeoVegas AB (publ),Sweden,http://www.leovegasallstars.com
Lind Capital Fondsmæglerselskab A/S,Denmark,
Lyngsoe Systems Holding A/S,Denmark,
Lytzen IT A/S,Denmark,www.lytzenit.dk
Maersk A/S,Denmark,www.maersk.com
Maersk Drilling A/S,Denmark,maerskdrilling.com
Maersk Tankers A/S,Denmark,
Mainloop AB,Sweden,http://www.mainloop.se
Man Energy Solutions Schweiz Ag,Denmark,www.corporate.man.eu
Marginalen Bank Bank AB,Sweden,https://www.marginalen.se
Matas A/S,Denmark,www.clubmatas.dk
MCF Corporate Finance AB,Sweden,http://www.reinius.se
Mentor IT A/S,Denmark,www.net-force.dk
Mercur Solutions AB,Sweden,http://www.mercur.se
Metria AB,Sweden,http://www.metria.se
Milestone Systems A/S,Denmark,milestone.dk
Modern Times Group MTG AB,Sweden,mtg.se
Moment Studio A/S,Denmark,
Morsø Kommune,Denmark,
Mt Højgaard A/S,Denmark,www.mth.dk
Mybw Office Management International AB,Sweden,http://www.officemanagement.se
Mycronic AB (Publ),Sweden,http://www.mycronic.com
Næstved Kommune,Denmark,www.naestved.dk
Nasdaq Technology AB,Sweden,http://www.nnl.se
Net K/S,Denmark,www.petworld.dk
NetEnt AB (publ),Sweden,http://www.netent.com
Nethouse Sverige AB,Sweden,http://www.ricoh.se
Netip A/S,Denmark,www.netip.dk
Nets Group AS,Norway,
Netsecurity AS,Norway,
Nianet A/S,Denmark,nianet.dk
Nibe Industrier AB,Sweden,
Niras A/S,Denmark,www.niras.dk
Nnit A/S,Denmark,nnit.com
Nordea AB,Sweden,nordea.com
Nordea Private Equity I A/S,Denmark,http://www.nordeafond.dk
Nordic Entertainment Group Sweden AB,Sweden,http://www.viasat.se
Nordic Entertainment Group Tv A/S,Denmark,mtg.dk
Nordisk Film Biografer A/S,Denmark,www.nordiskfilm.dk
Nordlo Holding AB,Sweden,
Nordnet Bank AB,Sweden,nordnet.se
Norlys Energi A/S,Denmark,
Novo Nordisk A/S,Denmark,www.novonordisk.dk
Novozymes A/S,Denmark,novozymes.com
Nrgi Administration A/S,Denmark,www.nrgi.dk
Nykredit Realkredit A/S,Denmark,www.nykredit.dk
Obenetwork AB,Sweden,
Odense Kommune,Denmark,www.odense.dk
One.Com A/S,Denmark,www.one.com
Örebro kommun,Sweden,orebro.se
Ørsted A/S,Denmark,www.dongenergy.dk
Oticon A/S,Denmark,oticon.dk
Paradox Interactive AB (publ),Sweden,http://www.paradoxplaza.com
PayEx Sverige AB,Sweden,payex.se
PEAB AB,Sweden,http://www.peabasfalt.se
Peltarion AB,Sweden,peltarion.com
Per Aarsleff A/S,Denmark,www.aarsleff.com
Post Danmark A/S,Denmark,
Preem AB,Sweden,preem.se
Proactive A/S,Denmark,www.proactive.dk
Progressive A/S,Denmark,www.progressive.dk
Pulsen AB,Sweden,http://www.pulsen.se
QD Sverige AB,Sweden,qd.se
Rackfish AB,Sweden,http://www.rackfish.com
Ramböll Sverige Ab,Denmark,http://www.ramboll-oilgas.com
Real Time Services AB,Sweden,http://www.rtsab.com
Regeringskansliet,Sweden,regeringen.se
Region Hovedstaden,Denmark,regionh.dk
Region Sjælland,Denmark,regionsjaelland.dk
REGION STOCKHOLM,Sweden,http://www.mp.se
Region Syddanmark,Denmark,regionsyddanmark.dk
Remote24 AB,Sweden,
Resilans AB,Sweden,resilans.se
Rexel Sverige AB,Sweden,http://www.selga.se
Ringsted Kommune,Denmark,
Rockwool International A/S,Denmark,www.rockwool.com
Royal Unibrew A/S,Denmark,www.egekilde.dk
RTX A/S,Denmark,www.rtx.dk
SAAB AB,Sweden,http://www.saabgroup.com
Salling Group A/S,Denmark,https://sallinggroup.com
SAMSUNG Electronics Nordic AB,Sweden,http://www.samsung.se
SANDVIK AB,Sweden,http://www.smt.sandvik.com
SANDVIK IT Services AB,Sweden,http://www.mc.sandvik.com
Sanistål A/S,Denmark,www.sanistaal.dk
Savecore AB,Sweden,http://www.savecore.se
Saxo Bank A/S,Denmark,privatbank.saxo
SBAB Bank AB (publ),Sweden,http://www.sbab.se
Scandic Hotels AB,Sweden,scandichotels.com
Schibsted Enterprise Technology AB,Sweden,http://www.schibsted.com
SDC A/S,Denmark,www.sdc.dk
Seas-Nve Holding A/S,Denmark,seas-nve.dk
Seb Pro,Sweden,
Semcon AB,Sweden,http://www.semcon.com
Serendipity Group AB,Sweden,
Sigma IT AB,Sweden,http://www.sigma.se
Silhorko-Eurowater A/S,Denmark,www.eurowater.com
SJ AB,Sweden,http://www.sj.se
Skanderborg Kommune,Denmark,www.skanderborg.dk
Skandinaviska Enskilda Banken AB,Sweden,
Skanska Sverige AB,Sweden,skanska.se
Skat Holding ApS,Denmark,
Slagelse Kommune,Denmark,http://www.slagelse.dk
Softronic AB,Sweden,softronic.se
SOS Alarm Sverige AB,Sweden,http://www.feedbackakademin.se
Spar Nord Bank A/S,Denmark,www.sparnord.dk
Spiideo AB,Sweden,http://www.bkit.se
SSAB AB,Sweden,ssab.com
Stadium AB,Sweden,http://www.ekloffastigheter.com
Statens IT,Denmark,statens-it.dk
Statum ApS,Denmark,
Stena AB,Sweden,http://www.stenabulk.com
Stena Metall AB,Sweden,http://www.stenametall.se
Stockholms läns landsting,Sweden,www.sll.se
Stofa A/S,Denmark,www.stofa.dk
Stora Enso AB,Sweden,
Sundsvalls kommun,Sweden,http://www.sundsvall.se
Svensk Cater Holding AB,Sweden,http://www.svenskcater.se
Svenska Handelsbanken AB,Sweden,http://www.handelsbanken.se
Sveriges Radio AB,Sweden,sverigesradio.se
Swedavia AB,Sweden,swedavia.se
Swedbank AB,Sweden,http://www.swedbank.se
Swedish Match North Europe AB,Sweden,
Symphogen A/S,Denmark,www.symphogen.com
Systematic A/S,Denmark,
Tata Consultancy Services Sverige AB,Sweden,
TDC A/S,Denmark,www.tdc.dk
Tech Data Denmark ApS,Denmark,
Teknik i Media Datacenter Stockholm AB,Sweden,http://www.datacenter.se
Tekniska Verken i Linköping AB (Publ),Sweden,http://www.tekniskaverken.se
Teknologisk Institut,Denmark,teknologisk.dk
Telavox AB,Sweden,telavox.com
Tele2 AB,Sweden,tele2.com
Tele2 Sverige AB,Sweden,http://www.tele2.se
Telenor Danmark Holding A/S,Denmark,telenor.dk
Telenor Sverige AB,Sweden,telenor.se
Telge Energi AB,Sweden,http://www.telge.se
Telia Company Danmark A/S,Denmark,www.telia.dk
Telia Cygate Oy,Finland,http://www.cygate.fi
Telia Sverige AB,Sweden,telia.se
Tetra Pak Packaging Solutions AB,Sweden,http://www.tetrapak.se
TIBNOR AB,Sweden,http://www.tibnor.se
Tieto Finland Oy,Finland,http://www.tieto.com
Timelog A/S,Denmark,www.timelog.dk
Tobii AB,Sweden,tobii.com
Tønder Kommune,Denmark,www.toender.dk
Toyota Material Handling Europe Logistics AB,Sweden,http://www.kaffepartner.se
Trafikverket,Sweden,trafikverket.se
Transtema Network Services AB,Sweden,http://www.ericsson.com
Trioptima AB,Sweden,http://www.trioptima.com
Tripnet AB,Sweden,tripnet.se
Trossamfundet Svenska Kyrkan,Sweden,http://www.betlehemskyrkan.nu
Trustly Group AB,Sweden,trustly.net
Trustpilot A/S,Denmark,www.trustpilot.dk
Tryg Forsikring A/S,Denmark,www.tryg.dk
Tt Nyhetsbyrån AB,Sweden,http://www.tt.se
Tv2/Danmark A/S,Denmark,www.tv2.dk
TV4 AB,Sweden,http://www.tv4.se
Unity Technologies ApS,Denmark,www.unity3d.com
Valtech A/S,Denmark,www.valtech.dk
Västtrafik AB,Sweden,http://www.vasttrafik.se
Vejdirektoratet,Denmark,www.vejdirektoratet.dk
Velux A/S,Denmark,www.VELUX.com
Verdo A/S,Denmark,www.verdo.dk
Vestas Manufacturing A/S,Denmark,www.vestas.com
Vesthimmerlands Kommune,Denmark,www.vesthimmerland.dk
Viabill A/S,Denmark,
Viaplay AB,Sweden,http://www.viaplay.se
Viborg Kommune,Denmark,www.viborg.dk
Visolit Sweden AB,Sweden,
Volvo Car Retail Solutions AB,Sweden,http://www.vhutv.se
Volvo Information Technology AB,Sweden,http://www.volvokoncernen.se
Volvofinans Bank AB,Sweden,http://www.volvofinans.se
Vp Securities A/S,Denmark,www.vp.dk
Widex A/S,Denmark,widex.dk
WirelessCar Sweden AB,Sweden,wirelesscar.com
Zen Systems A/S,Denmark,zensystems.dk
ZENUITY AB,Sweden,zenuity.com
